SENTENCE,LABEL
"RESULTS: In CRC cell lines, mimics of miR-221 and miR-222 activated NF-kappaB and STAT3, further increasing expression of miR-221 and miR-222.",0
MicroRNA-216a enhances the radiosensitivity of pancreatic cancer cells by inhibiting beclin-1-mediated autophagy.,1
"Our data suggest that most likely, common genetic changes in COL1A2 may influence HCC risk, at least in part by let-7 g-mediated regulation, which is possibly involved in the pathogenesis of HCC.",1
"Collectively, our findings show that miR-34a is downregulated in GBM cells and inhibits GBM growth by targeting notch1.",1
"On the other hand, MALAT1 overexpression promoted resistance by suppressing miR-203 and promoting TS expression.",1
Ectopic expression of PDK4 by transiently transfected with PDK4 vector encoding the entire coding sequence could reverse the effects of miR-23a on CRC proliferation.,1
"RESULTS: Here we show post-transcriptional regulation of SHANK3 expression by three microRNAs (miRNAs), miR-7, miR-34a, and miR-504.",1
"Importantly, ectopic expression of miR-221/222 enriched the proportion of CD44(+)/CD24(-) BCSCs and improved the mammosphere formation capacity through targeting PTEN/Akt pathway.",0
"Tumor necrosis factor-alpha (TNF-alpha) and interleukin-12 (IL-12) also decreased under treatment of exosomes and miR-203 mimics, both of which increased in exosomes-treated DCs by miR-203 inhibitors.",1
"Collectively, MEG3 facilitated the sensitivity of CRC cells to oxaliplatin by regulating miR-141/PDCD4 axis, providing a novel therapeutic strategy for CRC.",1
A bioinformatic analysis and Hes1 modulation data suggested that Hes1 could be a putative target of miRNA182-5p.,1
Conclusions miR-15a/16/195 suppresses tumorigenesis by targeting HGF and may have a potential therapeutic application in the clinical treatment of GC.,1
"Further, let-7b/c downregulated KSRP expression, promoting the degradation of its mRNA by directly binding to the 3'UTR.",1
Let-7g-5p inhibits epithelial-mesenchymal transition consistent with reduction of glioma stem cell phenotypes by targeting VSIG4 in glioblastoma.,1
"Moreover, MYC bound to the miR-122-5p promoter and repressed the miR-122-5p expression.",0
"Then, by dual luciferase reporter gene, we found miR-124-3p can specially bind to the 3'UTR region of the NRP-1 thus suppresses its expression.",1
Rescue experiments showed overexpression of HAX-1 could partially reversed the effects of miR-654-4p on CRC cell events.,1
Investigation of the apoptotic signalling pathways mediated by miR-744-5p revealed that its elevated expression directly downregulated mRNA and protein expression of nuclear factor I X (NFIX) and heterogeneous nuclear ribonucleoprotein C (HNRNPC).,1
"Additionally, STAT3 was proven to be a direct target of miR-let-7a in BV-2 microglia cells, suggesting that miR-let-7a downregulation may contribute to STAT3 activation in alpha-Syn-induced mouse PD.",1
These results indicate that miR-30b-5p functions as a metastasis suppressor by targeting Rap1b and may provide a new target for the treatment of CRLM.,1
"Additionally, western blot assays demonstrated miR-106a-5p downregulation or TCL6 overexpression promoted the protein level of PTEN, and suppressed the phosphorylation level of AKT, the protein level of phosphatidylinositol 3-kinase (PI3K).",1
"In summary, our findings demonstrated that miR-203 knockdown reduces cisplatin chemo-sensitivity to osteosarcoma cells in vitro by targeting RUNX2, and speculated that miR-203 may be a target for drug resistance of osteosarcoma to cisplatin.",1
"Moreover, overexpression of NOB1 markedly reversed the miR-330-5p-mediated inhibitory effect on NSCLC cell growth.",1
CASC1 Expression in Bladder Cancer Is Regulated by Exosomal miRNA-150: A Comprehensive Pan-Cancer and Bioinformatics Study.,1
"RESULTS: The results revealed that miR-15a and miR-92a were bound to CCND1 and RAP1B, respectively.",1
RA up-regulates miR-485 and concurrently down-regulates Abhd2.,0
"Using rescue assay, we showed that overexpression of CPEB3 suppressed the proliferation and motility of SMMC-7721 cells with overexpressed miR-224, while knockdown of CPEB3 facilitated the proliferation and motility of HuH-7 cells with downregulated miR-224.",0
"In addition, neuro-oncological ventral antigen 1 (NOVA1) was identified as a novel target gene of miR-592 in thyroid cancer cells.",1
Human CRC tissues had higher levels of miR-221 and miR-222 than nontumor colon tissues; increases correlated with increased levels of RelA and STAT3 mRNAs.,0
"Collectively, the demonstration that hsa_circ_001653 exerts its anticancer effects by regulating the miR-377-NR6A1 axis increases our understanding of gastric cancer pathophysiology.",1
"The qRT-PCR results confirmed that 17 of the 66 selected genes, which were up- or down-regulated more than 10-fold by miR-197, were consistent with the microarray results, including tumorigenesis-related genes, such as DRT7, SLC549, SFMBT2, FLJ37956, FBLN2, C10orf35, HOXD12, CACNG7, and LOC100134279.",0
Our investigation initiatively illustrated the modulatory role of miR-105 in TNF-alpha-induced EMT and further CRC metastasis.,0
We revealed that MYC directly occupied the -11.7 kb and -0.35 kb regulatory regions in the MIR150 gene.,0
"As downstream signals of TRIB2, the activities of C/EBP-alpha and phosphorylated p38MAPK were increased obviously in let-7c-treated cells compared with controls.",1
"Finally, both a luciferase reporter assay and western blot analysis showed that ASK1 is a direct target of miR-19a.",1
"Revealing genome-wide mRNA and microRNA expression patterns in leukemic cells highlighted ""hsa-miR-2278"" as a tumor suppressor for regain of chemotherapeutic imatinib response due to targeting STAT5A.",1
miR-146a-5p targets TCSF and influences cell growth and apoptosis to repress NSCLC progression.,1
"Moreover, the increased expression levels of miR-92b were negatively correlated with DAB2IP, and predicted poor prognosis of patients with BCa.",0
"This study revealed that miR-183 promotes glioma cell proliferation by targeting NEFL, and also demonstrated that miR-183 could be a potential target for GBM treatment.",1
"In summary, our study concludes that LINC00958 acts as an oncogenic gene in the gliomagenesis through miR-203-CDK2 regulation, providing a novel insight into glioma tumorigenesis.",1
LINC00261 up-regulated SDPR expression as a sponge of miR-550a-3p.,1
"Bioinformatics analysis predicted that miR-34c and miR-613 targeted with 3'-UTR of DANCR, besides, miR-34c and miR-613 also targeted with 3'-UTR of MMP-9, which was validated by luciferase reporter assay.",1
"Furthermore, USP47 was a direct target of miR-188-5p, and overexpression of USP47 attenuated LINC00668 knockdown-induced tumor suppressive effects in CRC cells.",1
"Functional assays demonstrated that miR-21 sequestering leads to up-regulation of miR-21 tumor suppressor targets (i.e., PTEN and Pdcd4), reduction in cancer cell migration, reduction in proliferation, and increase in cell death.",1
"Taken together, these findings indicate that an anti-oncogenic role of miR-372 may be through control of cell growth and cell cycle progression by down-regulating the cell cycle genes CDK2 and cyclin A1.",1
"Similar to the downregulation of AEG-1, overexpression of miR-137 in OC cell lines decreased in vitro cell growth, clonogenicity, and also induced G1 arrest.",0
"In summary, RA can mediate cell differentiation by phosphorylating Erk1/2 via miR-485 and Abhd2.",0
"In RSV-infected HBECs, the inducement of MUC5AC production by decreased hsa-mir-34b/c-5p was partly mediated through activation of c-Jun.",1
RPN2 as a target of miR-378e was positively regulated via circNFIX by competitively sponging miR-378e.,1
"We identified homeobox A9 (HOXA9) as a target gene of miR-196b by using public databases such as TargetScan, miRDB, and microRNA.org.",1
The purpose of this study was to gain a further understanding of the relationship between miR-152 and human leukocyte antigen (HLA)-G in human trophoblast cell line (JEG-3).,0
The data in this study suggest that MIR17HG exerts oncogenic effects in RB via the miR-155-5p/HIF-1alpha axis.,1
Dual-luciferase reporter assays indicated that miR-106b directly targets RhoC by binding its 3'UTR.,1
"Further investigations disclosed that Sp1 cooperated with C/EBPalpha to induce miR-122 transcription by binding to the positive regulatory site D in the miR-122 promoter, whereas eEF1A1 interacted with Sp1 to bind to the negative regulatory site E and inhibit miR-122 transcription.",0
"Interestingly, upregulated LncRNA FGD5-AS1 and downregulated miR-497-5p were observed in LSCC tissues and cells, and LncRNA FGD5-AS1 ablation inhibited cancer progression.",0
Our present study was aimed to determine whether the miR-184/iASPP axis is involved in the proliferation and invasion of CNSL.,1
"MiR-144 interacted with the oncogene Zeb1 at 2 sites in its 3' untranslated region, and a decrease in miR-144 resulted in increased Zeb1 expression and an epithelial mesenchymal transition phenotype.",1
"MAIN METHODS: qRT-PCR was used to quantify the expressions of MALAT1, miR-424, and MEKK3 in IH tissues.",0
"Interestingly, the expression level of Dicer1, which is a potential target of METH-induced decreased miRNAs, such as miR-124, miR-212 and miR-29b, was significantly increased.",0
"Specifically, LncRNA FGD5-AS1 sponged miR-497-5p to upregulate SEPT2 in LSCC cells in a competing endogenous RNA (ceRNA) mechanisms-dependent manner.",1
"Collectively, our results suggest that let-7c, by degrading ITGB3 and MAP4K3, prevents NSCLC metastasis.",1
"Furthermore, co-transfection with c-Myc-RNAi and SIRT1-RNAi synergistically reduced c-Myc and SIRT1 expression, and inhibited proliferation of PC, which simulated the effects of miR-494 overexpression.",0
"Additionally, it was revealed that miR-3184-5p directly suppressed ERBB2 in cervical cancer cells.",1
We further found that circPVT1 served as a competing endogenous RNA of miR-497 and indirectly regulated Bcl-2 expression in NSCLC cells.,0
"CONCLUSION: Our findings demonstrate that MIR31HG targets miR-761 to regulate the functional behaviors of thyroid cancer cells by upregulating MAPK1, highlighting a strong rationale for developing MIR31HG as a novel therapeutic target against thyroid cancer.",1
We further demonstrated that JNK pathway was required for miR-26a induction by TGR5 activation.,0
"Moreover, restoration of LATS2 significantly attenuated the oncogenic effects of miR-25.",1
"Our research showed that miR-15b promotes HBV replication by augmenting HBV Enhancer I activity via direct targeting HNF1alpha, while HBV replication and antigens expression, particularly the HBx protein, then repress the expression of miR-15b.",1
LINC00665 sponged miR-224-5p to upregulate VMA21.,1
"Additionally, BMPR2-mediated suppression on proliferation and migration of hypoxia-induced HPASMCs was abrogated by miR-23a overexpression.",1
"Finally, we revealed that lower miR-340 or higher FHL2 was associated with poor OC patient outcomes.",0
"This novel mechanism, therefore, shows that the hsa_circ_0000285/miR-599/GNG12 axis may be a promising therapeutic target for glioma treatment.",1
"Affymetrix array profiling of cDNAs from the osteosarcoma specimens and controls were interrogated according to predicted targets of miR-16, miR142-5p, miR-29b, miR-181a/b, and miR-27a.",0
"After oral cancer cells were transfected with miR-138, the proliferation ability of oral cancer cells in miR-373 group was significantly lower than that in control group and miR-NC group (P<0.05).",0
